Epoch,Training Accuracy,Test Accuracy
1,0.9413,0.9406
2,0.9558,0.9485
3,0.9646,0.9614
4,0.9693,0.9597
5,0.9677,0.9585
6,0.9731,0.9630
7,0.9639,0.9518
8,0.9739,0.9615
9,0.9762,0.9638
10,0.9746,0.9595
11,0.9792,0.9633
12,0.9782,0.9602
13,0.9804,0.9648
14,0.9800,0.9611
15,0.9841,0.9673
16,0.9829,0.9637
17,0.9761,0.9555
18,0.9843,0.9631
19,0.9816,0.9622
20,0.9807,0.9620
21,0.9821,0.9600
22,0.9831,0.9601
23,0.9829,0.9639
24,0.9803,0.9576
25,0.9841,0.9634
26,0.9848,0.9620
27,0.9816,0.9606
28,0.9863,0.9643
29,0.9873,0.9630
30,0.9850,0.9605
31,0.9886,0.9635
32,0.9837,0.9571
33,0.9839,0.9605
34,0.9827,0.9594
35,0.9808,0.9574
36,0.9860,0.9617
37,0.9879,0.9603
38,0.9862,0.9582
39,0.9873,0.9613
40,0.9888,0.9613
41,0.9895,0.9639
42,0.9888,0.9619
43,0.9854,0.9625
44,0.9888,0.9593
45,0.9878,0.9610
46,0.9874,0.9632
47,0.9886,0.9612
48,0.9872,0.9619
49,0.9867,0.9599
50,0.9886,0.9618
51,0.9897,0.9607
52,0.9899,0.9634
53,0.9914,0.9631
54,0.9912,0.9618
55,0.9912,0.9617
56,0.9917,0.9614
57,0.9898,0.9587
58,0.9907,0.9620
59,0.9892,0.9613
60,0.9912,0.9609
61,0.9896,0.9610
62,0.9889,0.9611
63,0.9894,0.9603
64,0.9910,0.9617
65,0.9920,0.9619
66,0.9897,0.9604
67,0.9942,0.9646
68,0.9933,0.9601
69,0.9920,0.9635
70,0.9918,0.9630
71,0.9938,0.9631
72,0.9922,0.9607
73,0.9896,0.9606
74,0.9901,0.9587
75,0.9932,0.9612
76,0.9907,0.9600
77,0.9932,0.9626
78,0.9899,0.9569
79,0.9901,0.9586
80,0.9916,0.9608
81,0.9893,0.9594
82,0.9907,0.9599
83,0.9934,0.9614
84,0.9915,0.9587
85,0.9922,0.9613
86,0.9944,0.9629
87,0.9906,0.9601
88,0.9930,0.9621
89,0.9902,0.9597
90,0.9934,0.9605
91,0.9940,0.9633
92,0.9917,0.9601
93,0.9927,0.9613
94,0.9933,0.9605
95,0.9908,0.9606
96,0.9920,0.9600
97,0.9933,0.9604
98,0.9930,0.9592
99,0.9928,0.9599
100,0.9935,0.9602
101,0.9953,0.9626
102,0.9930,0.9615
103,0.9924,0.9582
104,0.9946,0.9610
105,0.9934,0.9600
106,0.9935,0.9597
107,0.9932,0.9589
108,0.9951,0.9620
109,0.9919,0.9605
110,0.9948,0.9607
111,0.9903,0.9598
112,0.9925,0.9603
113,0.9938,0.9608
114,0.9955,0.9619
115,0.9936,0.9598
116,0.9925,0.9609
117,0.9947,0.9614
118,0.9947,0.9608
119,0.9954,0.9630
120,0.9930,0.9618
121,0.9930,0.9608
122,0.9947,0.9628
123,0.9929,0.9609
124,0.9950,0.9624
125,0.9903,0.9597
126,0.9955,0.9604
127,0.9952,0.9613
128,0.9963,0.9610
129,0.9935,0.9605
130,0.9948,0.9622
131,0.9947,0.9585
132,0.9945,0.9600
133,0.9944,0.9624
134,0.9952,0.9601
135,0.9937,0.9609
136,0.9955,0.9619
137,0.9942,0.9578
138,0.9927,0.9615
139,0.9953,0.9603
140,0.9966,0.9613
141,0.9963,0.9608
142,0.9966,0.9624
143,0.9961,0.9607
144,0.9950,0.9609
145,0.9954,0.9598
146,0.9941,0.9586
147,0.9954,0.9614
148,0.9954,0.9600
149,0.9960,0.9575
150,0.9956,0.9604
151,0.9968,0.9612
152,0.9948,0.9621
153,0.9939,0.9620
154,0.9952,0.9614
155,0.9951,0.9607
156,0.9966,0.9622
157,0.9955,0.9603
158,0.9956,0.9608
159,0.9965,0.9613
160,0.9976,0.9625
161,0.9976,0.9634
162,0.9960,0.9608
163,0.9943,0.9611
164,0.9950,0.9601
165,0.9964,0.9603
166,0.9957,0.9626
167,0.9952,0.9605
168,0.9937,0.9605
169,0.9971,0.9621
170,0.9943,0.9616
171,0.9942,0.9599
172,0.9959,0.9600
173,0.9942,0.9611
174,0.9974,0.9612
175,0.9974,0.9623
176,0.9961,0.9614
177,0.9962,0.9617
178,0.9961,0.9597
179,0.9961,0.9623
180,0.9944,0.9591
181,0.9969,0.9601
182,0.9955,0.9616
183,0.9966,0.9599
184,0.9930,0.9588
185,0.9978,0.9633
186,0.9956,0.9593
187,0.9931,0.9589
188,0.9946,0.9607
189,0.9963,0.9608
190,0.9944,0.9607
191,0.9969,0.9621
192,0.9957,0.9578
193,0.9946,0.9617
194,0.9980,0.9610
195,0.9972,0.9621
196,0.9967,0.9614
197,0.9969,0.9616
198,0.9963,0.9608
199,0.9974,0.9618
200,0.9970,0.9615
